SK_ID_CURR,TARGET
100001,0.0650511535036589
100005,0.1264008628620722
100013,0.08123883481753814
100028,0.06150936361445503
100038,0.12830764326246158
100042,0.055893562654302634
100057,0.08303505659957822
100065,0.12547014945404758
100066,0.05035906244185308
100067,0.1032945696770485
100074,0.06324561358749237
100090,0.11512749959390199
100091,0.11715822104511232
100092,0.09810110738049091
100106,0.15582105555336917
100107,0.11181272003296598
100109,0.09856982364431127
100117,0.07621643925456383
100128,0.07349350185004873
100141,0.087928080850478
100150,0.0754969800108019
100168,0.06499484686526817
100169,0.04432495822613235
100170,0.08690339091889719
100171,0.09982796639888064
100172,0.12153726652090698
100184,0.07391717210447454
100187,0.061739081507788805
100212,0.08580741486609235
100222,0.08476303380360352
100223,0.06309495139766647
100232,0.07324641756621238
100241,0.1411894160301818
100245,0.07944665703269002
100253,0.06144341107720485
100256,0.09450552250060652
100271,0.05483319047297365
100278,0.10646984965464179
100280,0.07066897821557816
100306,0.15388845599462242
100311,0.10708583173122703
100312,0.06354206411778851
100330,0.07495907404325679
100331,0.08947734436037075
100352,0.09284457873378961
100358,0.09300646295957891
100367,0.08562889481562201
100382,0.08528106471159601
100384,0.07421528114337465
100385,0.11568043013464611
100386,0.09037798935695135
100399,0.07180169163277558
100404,0.0692637614287725
100416,0.07177980818878783
100422,0.12102744691321071
100426,0.07943465420508554
100438,0.06845415904714287
100444,0.11472582332051413
100445,0.12338752376867884
100446,0.11718791412933062
100447,0.06484685933662432
100450,0.073684897940814
100466,0.08577776882932901
100483,0.0728852833188857
100484,0.052560838077373724
100494,0.08403868913148663
100510,0.12550612364273958
100512,0.05955091684647272
100517,0.0695516998008002
100548,0.05836370540743317
100551,0.07007066447882378
100552,0.1256188788202177
100553,0.08592070699338528
100561,0.09290545248633339
100568,0.12349820383732113
100569,0.06932599505218809
100591,0.09532500450649677
100592,0.04786700047993434
100602,0.10761530978210722
100607,0.0791573375212147
100613,0.08342402592094021
100617,0.0781907019065251
100618,0.09140864410334726
100622,0.1635419474665526
100625,0.12431263176237183
100677,0.08352778474211335
100699,0.07670660572911973
100702,0.1367798629986977
100711,0.0841467321255718
100729,0.13700498689615473
100740,0.1181603328716477
100744,0.10482654720052277
100745,0.10250459482496345
100747,0.10006022563221775
100751,0.11105572463681833
100752,0.08554727492674787
100753,0.14571359597809905
100754,0.09584956063196276
100760,0.10778869724450371
100762,0.09414765932663512
100763,0.07689646213231555
100765,0.07605647559910432
100770,0.10165115911132189
100772,0.08600916255940495
100777,0.08513413574717515
100791,0.06889436622965484
100792,0.05947658166287276
100797,0.08817675375476747
100823,0.09451281696192228
100826,0.09202204145795945
100830,0.06687916893389162
100836,0.1316864554178186
100872,0.08325691765578369
100910,0.08810221959395802
100913,0.05843467780953748
100918,0.07937864673538476
100931,0.05514747184902414
100952,0.11949028480529325
100953,0.1017295423941372
100965,0.1049851632444045
100970,0.0812580740871969
100982,0.1207670504320985
100983,0.08480641018997769
100984,0.06855209535901982
100987,0.1151038333670754
100997,0.0912156706573603
100998,0.1314093219068118
101002,0.09746583153356295
101005,0.13453438709951485
101008,0.12053593394277928
101020,0.0944068816820664
101021,0.09105592060098774
101024,0.09414318667965502
101025,0.12711103422962236
101026,0.09416244449873679
101031,0.08579609370327172
101041,0.05721681798444154
101051,0.0641150912052762
101055,0.08877760222898101
101056,0.13112088317061935
101057,0.10187608479978899
101064,0.07281106654750827
101079,0.07948754488696325
101087,0.08834801209149985
101090,0.06424746086440272
101092,0.09062466161434947
101097,0.09630861490977707
101099,0.055576930520801454
101107,0.08948925292336843
101118,0.09101263913059846
101125,0.09791544727678911
101126,0.08149108478468312
101128,0.09538579307817167
101136,0.12997008966990412
101140,0.10720188790181295
101149,0.07461143447731632
101160,0.08020977113151721
101169,0.1139047040814312
101181,0.07426691984170443
101186,0.05765661341740582
101190,0.09935317534686072
101193,0.11827633062849448
101194,0.08977073088165717
101198,0.09753728988346821
101200,0.07655872406535724
101204,0.09941226420334165
101211,0.0818597210700553
101213,0.08381076173089552
101223,0.07259101388072678
101225,0.09344779613202268
101237,0.07531944108282397
101243,0.07945522275754169
101244,0.10902938959099727
101258,0.0684465733298162
101259,0.15467265681652972
101268,0.10278010414570828
101269,0.06505812947658028
101271,0.11227443019629094
101279,0.07017851485663781
101281,0.08675545030959658
101287,0.07470331555638919
101292,0.0919717029656123
101294,0.07760337849291882
101296,0.06648767601102715
101297,0.08110229421754489
101299,0.06148473392716909
101301,0.07602560222847993
101305,0.07619891274800906
101308,0.06827367638008106
101318,0.0558696379280713
101327,0.11159211858804328
101329,0.10362561142012632
101332,0.06396691855061874
101337,0.09168784393150166
101343,0.06388734144858899
101345,0.08158181306324629
101346,0.08891070555660716
101353,0.05328849619047395
101354,0.11075568545317838
101355,0.09436582916170355
101356,0.05658809081128672
101362,0.11095251812528781
101363,0.1255804576713101
101365,0.07995412028656325
101366,0.09505243984275778
101367,0.12163139249713466
101368,0.05568845873556086
101374,0.12436709999028171
101380,0.06018063163657515
101383,0.06512768652959439
101398,0.05287841078254085
101399,0.13350063675648988
101401,0.09513324466099014
101412,0.1010061010826288
101426,0.10497692887101163
101427,0.14243982129951324
101428,0.10161036787567967
101429,0.09574422878772053
101434,0.06867664445817602
