Id,SalePrice
1461,127061.395062801
1462,158677.37454081845
1463,182942.81015707352
1464,187837.502265732
1465,189880.8259799715
1466,176447.3347189563
1467,177476.5126006021
1468,169472.05325788088
1469,178009.24640147388
1470,122156.89219534505
1471,207275.5434813876
1472,94672.44358572453
1473,96379.34023325662
1474,150055.10205639226
1475,117687.9038402343
1476,377414.6371941754
1477,250118.48920020272
1478,297162.93100884283
1479,273175.1869688973
1480,510531.33413062803
1481,311905.6813812797
1482,202838.0163198563
1483,178032.93384725048
1484,170938.37849586844
1485,182669.09633088793
1486,193979.92169599354
1487,316579.61471464665
1488,223997.57081044657
1489,208242.0863807536
1490,218351.56850821973
1491,197552.12225627198
1492,96357.54452205132
1493,181275.49475003313
1494,309607.40175227774
1495,284726.7950140933
1496,242023.20060745996
1497,181653.41948588914
1498,158448.73674340994
1499,160938.95792964133
1500,156195.49688416216
1501,172173.54362902278
1502,153499.09116858878
1503,281528.7639566695
1504,230343.42827364244
1505,215531.75072054515
1506,176672.29687375808
1507,249068.0614111349
1508,199901.37259529284
1509,159901.87554543576
1510,148273.73610716226
1511,150431.92729032948
1512,165048.25144479173
1513,143320.8085776141
1514,160940.93878632475
1515,202961.7370642543
1516,146135.8695056377
1517,157863.75268963148
1518,133382.2810731032
1519,231727.31882925794
1520,136312.4780827597
1521,140216.01760942044
1522,160292.90149118417
1523,117077.19111901711
1524,123238.94033095369
1525,125433.94188267032
1526,125156.22373821265
1527,110207.04517066079
1528,131502.24212666848
1529,145569.26412856244
1530,171089.711578225
1531,107496.96021473297
1532,100471.73665519613
1533,144304.15972668107
1534,119276.10563224745
1535,156290.44089761993
1536,113169.5351109361
1537,76501.69951347462
1538,146259.20240932645
1539,181272.42155002142
1540,97841.34429353384
1541,140869.5744642857
1542,139973.42100664377
1543,192779.46596492385
1544,80600.72601990882
1545,96766.04376744553
1546,117514.41172139897
1547,129275.20775990219
1548,126826.38054382853
1549,112631.63540827214
1550,128651.87994241403
1551,117134.4089463106
1552,136404.3343718338
1553,125571.27757515034
1554,111134.73006987003
1555,175014.75488926642
1556,94435.60750139783
1557,95320.13047015875
1558,98345.29034125031
1559,80833.39407048034
1560,141313.2993295917
1561,126937.49429848828
1562,128551.65564636698
1563,121732.58187521639
1564,164369.31528237165
1565,149709.6675131946
1566,229096.9500421691
1567,82219.62960213821
1568,235397.16379333206
1569,140042.30032838418
1570,137517.1060376806
1571,121418.08956931255
1572,151047.84605830634
1573,254571.44209825373
1574,123670.23483679145
1575,226286.69230520792
1576,224938.0566589824
1577,194443.82389258948
1578,143093.7572178843
1579,143512.38585789374
1580,188990.02310041426
1581,149208.64514573818
1582,128171.85954805638
1583,321951.44762270973
1584,230514.09763838578
1585,144341.94690612383
1586,80960.0692111741
1587,99125.33425775633
1588,145102.31269251084
1589,102431.56683442823
1590,133380.69528025508
1591,99803.20408196417
1592,130393.7831973202
1593,119519.60321006138
1594,121987.01661777939
1595,120191.31816190704
1596,241081.83013442127
1597,199912.46852979626
1598,191605.8210894724
1599,169673.73383278644
1600,169958.81680766318
1601,72101.0030835137
1602,112323.17849799592
1603,77227.67585119644
1604,271332.72062520887
1605,243840.6744731117
1606,161664.83964612108
1607,160075.25548527378
1608,216565.40862643058
1609,195237.6780120983
1610,157145.11523813993
1611,147993.89776000418
1612,178416.1241320541
1613,176763.22788830422
1614,120993.6570114699
1615,85255.66587682533
1616,76264.88645697708
1617,88908.94076307432
1618,124883.34972895595
1619,140847.4302087624
1620,182480.06796945987
1621,138683.00327436873
1622,145299.63355774118
1623,269173.477720445
1624,219160.8041102361
1625,124262.72276248985
1626,166294.8876887078
1627,185741.3453608189
1628,267406.9543072239
1629,169472.08720685405
1630,366619.0006463569
1631,205576.28565624985
1632,242073.99491319523
1633,171817.76455500597
1634,184364.8609198192
1635,178546.08188489193
1636,158648.8172738908
1637,191574.40191853428
1638,204052.44872727923
1639,183425.39197954672
1640,254141.221872735
1641,173623.4354755842
1642,225002.1616739441
1643,221999.90042118283
1644,223205.27598346368
1645,184858.81468920116
1646,155912.11307177102
1647,152651.51060879978
1648,135879.07511992424
1649,136466.04222185226
1650,117289.85191974255
1651,126184.70718806417
1652,94540.49599357804
1653,95504.57506344482
1654,154725.02858019772
1655,139414.03798325907
1656,146887.0761310201
1657,151922.76667661997
1658,146708.41226204953
1659,122425.50920911916
1660,151971.4494447091
1661,477607.07412839733
1662,384153.57094382565
1663,397755.0506425978
1664,430474.55543087487
1665,311501.1541867737
1666,317918.404316882
1667,391216.32714815694
1668,339787.3832240844
1669,289367.8755746183
1670,329304.38759522955
1671,275883.5668209021
1672,487916.26342866314
1673,294684.2851312969
1674,249569.13623332157
1675,193299.46101806083
1676,193552.84210027408
1677,216828.22256918994
1678,461994.61659957236
1679,400228.0859894596
1680,347918.5483732227
1681,236622.3759493294
1682,301501.4063195578
1683,185081.38232287377
1684,176318.59540336646
1685,173379.3401355966
1686,174314.9421235464
1687,169821.8287602722
1688,193950.20192371806
1689,193649.94842107903
1690,189100.25014957206
1691,181823.92360431718
1692,250160.2843173664
1693,171167.11130246878
1694,176560.08886520696
1695,161382.72520640597
1696,262739.5147464135
1697,163303.49991826474
1698,343702.1117215923
1699,330547.1925230614
1700,251749.42228209964
1701,273829.3761750013
1702,257556.79722039355
1703,252794.43969325558
1704,288998.01014729077
1705,224457.43974418094
1706,431363.71977837343
1707,218268.988374543
1708,204819.2456645741
1709,263260.69118901534
1710,219483.8017432254
1711,259048.32966506778
1712,254615.19475561116
1713,277618.96053320484
1714,219214.42122699443
1715,201208.11716735596
1716,184967.57764757852
1717,172453.55621553323
1718,130017.90359620326
1719,200715.0596330714
1720,241938.43067357212
1721,169004.925039949
1722,121694.47356122847
1723,159893.4211700893
1724,214408.71046159777
1725,236758.53974400222
1726,186770.14828676658
1727,169981.30983195337
1728,182948.45648581142
1729,165162.6574098209
1730,152803.93123604634
1731,122020.27923717734
1732,130627.18373359663
1733,122661.02294679417
1734,124559.93234105642
1735,130151.01339287698
1736,119205.04380321618
1737,299728.0553177466
1738,218128.32199096936
1739,273667.9318116407
1740,243672.94345142215
1741,190814.11624522967
1742,168025.65957270897
1743,172638.41494914147
1744,319173.2780210818
1745,206843.5517817548
1746,182764.97697070034
1747,207851.66819840908
1748,229600.8871184662
1749,156365.252610249
1750,135016.2678102968
1751,226141.50697519022
1752,122798.6743266102
1753,144883.67384522659
1754,186028.08834969965
1755,166103.98967990087
1756,127851.07283142755
1757,121735.69556308462
1758,138596.00976589206
1759,158635.23946475622
1760,166527.78861291043
1761,147870.73126568305
1762,179106.75827470608
1763,169823.48693125654
1764,119514.7947627973
1765,153674.5465231269
1766,175268.32789148318
1767,215006.27443933795
1768,145416.53371772094
1769,165516.30365058148
1770,151143.53115439188
1771,129157.68149524687
1772,139298.12027354166
1773,132844.0171703394
1774,136098.4651576418
1775,135197.90175189104
1776,126516.40704167848
1777,111340.25266615885
1778,136276.8632317794
1779,118824.22342233798
1780,166998.05771144794
1781,131076.2895247493
1782,96192.9690493096
1783,141703.7260625551
1784,97230.35721829615
1785,116059.55629535449
1786,135796.03816536805
1787,164573.72464159504
1788,66170.88679555002
1789,100428.040225135
1790,85565.60855715894
1791,171407.30136434027
1792,152887.96077062172
1793,144065.52688231613
1794,142194.98780691487
1795,133929.5764593703
1796,120303.56653373771
1797,117266.43281014018
1798,121680.92320021421
1799,109698.51138618462
1800,131150.11316075572
1801,141156.33156023646
1802,129704.12301254722
1803,155025.60603319432
1804,148705.70391575183
1805,138998.45209537222
1806,119295.90666233002
1807,121212.80782887628
1808,116031.20054855302
1809,118665.15708645714
1810,137870.54791750936
1811,100850.07092847425
1812,105491.08441925173
