Id,SalePrice
1461,123452.14380458058
1462,172270.1498724907
1463,178981.07362452487
1464,197906.39882981914
1465,201624.7984561958
1466,170937.752471434
1467,180642.24198990886
1468,162150.1525253151
1469,187740.43875663754
1470,119784.60333717213
1471,183560.96424984816
1472,99371.30363502339
1473,95487.41894539946
1474,145895.61243408194
1475,114788.0924109882
1476,361909.08238908974
1477,257837.49654406222
1478,289605.49920122576
1479,283570.56693124096
1480,527182.3529242738
1481,328416.165943537
1482,204869.45345195493
1483,175020.02348070894
1484,164784.69618675832
1485,182422.8790014713
1486,190873.3191221558
1487,336648.4114178236
1488,229474.8282382386
1489,195621.916053557
1490,241893.80073230952
1491,195196.69911436024
1492,93619.56531008943
1493,159276.2334574663
1494,294402.00120831595
1495,285913.94464045827
1496,232507.22031638972
1497,182252.38250072638
1498,193231.0596708175
1499,160806.56834459532
1500,155060.74627053807
1501,181526.72797713484
1502,153039.34442961946
1503,287428.2016579623
1504,243257.3940263321
1505,228815.83721420352
1506,185828.5326318208
1507,262007.44338673443
1508,198631.88692872296
1509,156354.4796713651
1510,144248.40285542567
1511,173438.13495954862
1512,176339.85305823002
1513,139963.70614889872
1514,167780.448436748
1515,196387.1187483051
1516,149036.34450283946
1517,162207.49783625777
1518,131070.00869299479
1519,214696.8021396316
1520,128288.9227678494
1521,133002.02663275323
1522,177699.868331432
1523,113090.88542748471
1524,121890.8435588201
1525,122143.10398934718
1526,111396.57906241973
1527,109500.45946797574
1528,137458.7232349839
1529,157618.6419612456
1530,188363.96444317067
1531,111156.14916734322
1532,95247.85444562415
1533,148928.06747209275
1534,131570.78899457108
1535,140317.5575535169
1536,105653.40444762543
1537,62469.55900518772
1538,139533.79767506555
1539,196957.06712743442
1540,81836.45290710824
1541,131481.48353707042
1542,151063.60432656787
1543,184311.54783961043
1544,90490.2768021961
1545,116307.70320214308
1546,140210.02965561216
1547,136630.16717163887
1548,139128.0202058719
1549,126017.34557281129
1550,133166.57580980318
1551,108478.38452085857
1552,135657.18641152923
1553,133912.96228441538
1554,117099.3186755891
1555,163618.64250634023
1556,93134.1850765328
1557,109805.35841826933
1558,105696.00065108627
1559,54399.21677301941
1560,134237.29559913412
1561,119504.47558748505
1562,136136.4478991302
1563,121332.96105574825
1564,164184.4008156797
1565,142948.36192091787
1566,230175.285249906
1567,81547.03151068579
1568,246972.37458446942
1569,132555.19655152707
1570,133247.11961231715
1571,118000.6973814442
1572,141683.7827190247
1573,214935.20967036765
1574,117188.67310449327
1575,216531.21571327074
1576,236896.1673699954
1577,177959.2864550653
1578,139862.1425256039
1579,141678.68650326168
1580,192043.64956546365
1581,153773.0044217062
1582,126910.6654038228
1583,312333.0650546022
1584,224809.75805481517
1585,141719.46342586377
1586,79318.98234771665
1587,113373.84871646858
1588,147606.64619708195
1589,100136.48806287268
1590,133065.4149613052
1591,92986.47863237449
1592,115256.84405575205
1593,127119.08705189147
1594,125073.54883226582
1595,104377.72199973927
1596,228182.4752462076
1597,198222.64681871
1598,217785.75428457017
1599,159981.98635404874
1600,153737.51631162793
1601,74672.75743378965
1602,122427.50570611503
1603,60921.81884772276
1604,263090.8421015254
1605,236590.05240273787
1606,166086.4039383335
1607,184501.41554236147
1608,209965.68737600665
1609,184008.0843306751
1610,151973.15537541572
1611,130822.94532996751
1612,171818.95862563793
1613,165810.58333708392
1614,110656.42173430197
1615,86963.47135107762
1616,77776.78307870262
1617,91550.69524668495
1618,141947.71008318898
1619,141379.45356791734
1620,165200.72245566046
1621,135406.42974884802
1622,142785.19274227312
1623,253854.1310859461
1624,210639.48664579898
1625,120111.15112426059
1626,168500.39326037574
1627,195510.31466008048
1628,264136.56897026097
1629,173290.77562508316
1630,388875.83449298807
1631,234541.7681093373
1632,248100.8524300262
1633,170366.80201439498
1634,185131.42913348172
1635,174323.53902871712
1636,154561.02017543328
1637,210093.35957597938
1638,184101.3578998394
1639,182468.2582934771
1640,245174.9847337839
1641,177211.44155913554
1642,242314.89261456666
1643,230234.14245615999
1644,230558.88144610255
1645,233286.74086325933
1646,158682.02735295458
1647,154122.520038182
1648,126946.56401172902
1649,140033.56333973183
1650,113665.03778215208
1651,120719.7508524825
1652,99441.53749719093
1653,102350.01644148295
1654,146873.52382970825
1655,132627.54624368198
1656,140498.65828447609
1657,151204.034410939
1658,149411.2549412482
1659,126319.42455251655
1660,151614.44165511747
1661,473058.5382752351
1662,410188.15331592027
1663,380425.2264463759
1664,675627.8134119929
1665,300793.80982905405
1666,307033.45894511015
1667,379279.9368526623
1668,333652.2472992893
1669,299066.92531645286
1670,343020.1458521937
1671,282152.6696812962
1672,461692.35871051846
1673,299431.5077617182
1674,248891.00014004085
1675,201620.09981856256
1676,195884.92795707606
1677,218880.05722867986
1678,498591.2295140741
1679,390032.02892744646
1680,316183.40459005476
1681,234987.40674773278
1682,313618.87191983307
1683,194803.217584932
1684,176994.4153876581
1685,173405.4401157494
1686,167962.62742215928
1687,167476.61343360494
1688,186848.81303323386
1689,190488.71830112324
1690,195409.11143066885
1691,186030.49540921664
1692,246562.63361148394
1693,168564.2953973607
1694,181017.9391398871
1695,168085.4107338332
1696,283885.0817505272
1697,171565.29911294204
1698,355042.0532744975
1699,322328.39742502774
1700,259427.19624447095
1701,266064.3277456933
1702,243699.56855162393
1703,240723.29844444053
1704,282150.52518827113
1705,228418.27633904197
1706,182414.0430196416
1707,208276.1473435299
1708,202967.74456882043
1709,263703.23648218974
1710,217691.21570195782
1711,266258.30495086615
1712,257828.8235460033
1713,275643.2976160132
1714,217912.49454774184
1715,206658.792259798
1716,184813.09958295204
1717,173106.80737992984
1718,139260.64339327486
1719,201639.166667771
1720,235695.5063670018
1721,151565.69890281674
1722,117734.57748039869
1723,146906.4617293782
1724,206930.48138247547
1725,238864.14653515886
1726,184949.96702710804
1727,154389.5505442077
1728,163449.17131630873
1729,166101.2489675503
1730,152540.86233900813
1731,119928.0268001898
1732,132343.26798353306
1733,113311.78589086069
1734,126861.57517320754
1735,119379.51996081627
1736,113723.2878807585
1737,317603.379047952
1738,246784.8016937328
1739,262363.21785507165
1740,220733.82123912463
1741,194165.8124587475
1742,173733.66824850792
1743,180045.63517320078
1744,320044.855098652
1745,220360.0851054005
1746,187937.85342443318
1747,220832.85833767193
1748,229266.80438708884
1749,141340.21743621054
1750,123285.58722967049
1751,248979.14501555142
1752,116628.57954449246
1753,147398.64242734973
1754,194642.74102089732
1755,163163.1967643025
1756,133258.53453715614
1757,122382.58807414092
1758,142023.3300980912
1759,155106.58915621115
1760,167022.79515239358
1761,145931.7383899335
1762,176583.97246771777
1763,174343.1846058792
1764,113052.68280655265
1765,137555.42814619254
1766,200793.8467967337
1767,236541.26381548806
1768,140015.49667104866
1769,163796.24419613785
1770,154820.70900925598
1771,118584.09029597841
1772,132924.5449252949
1773,119534.18547696414
1774,147322.8967180061
1775,144618.1088240568
1776,127307.25723295138
1777,114705.93574194676
1778,141915.0441220592
1779,134549.98998687428
1780,165328.35181733724
1781,122764.79998106573
1782,93435.84148139809
1783,140740.2950174492
1784,108156.88527798798
1785,116625.99242155546
1786,147624.91264677292
1787,154783.0600974133
1788,69598.93790215722
1789,95382.82299436316
1790,81189.39809901154
1791,198242.87466650223
1792,161806.34876096697
1793,126824.60194752163
1794,154692.6863050739
1795,132685.11541031525
1796,127495.20063499891
1797,117606.07199602929
1798,121113.97587279855
1799,112002.79679698552
1800,133446.3358396618
1801,125413.13471348786
1802,135372.78394624384
1803,148714.70991604935
1804,141708.9688221751
1805,136389.95176031964
1806,130292.97268725622
1807,130059.82003355076
1808,118722.4332427121
1809,117774.92961750412
1810,129552.35269404532
1811,88824.47328722058
1812,93272.8289909208
1813,119149.69589707193
1814,104563.47140993053
1815,63001.7182739076
1816,105686.11946978787
1817,103994.4090435597
1818,138310.42887621786
1819,126908.11126576527
1820,50146.98667504187
1821,113090.20224391096
1822,146559.68771979766
1823,41556.210392782974
1824,124412.79144475545
1825,139258.12783166906
1826,111676.20560113057
1827,103366.92799166146
1828,135553.6276672318
1829,123088.77937970439
1830,140723.01411475035
1831,135034.37686426518
1832,80831.68199014185
1833,142302.27110939092
1834,118361.12251383768
1835,116852.88060661961
1836,127471.84781182033
1837,92411.26350822471
1838,125187.4166446536
1839,116480.82480038905
1840,132247.44223291078
1841,125525.3028441289
1842,93205.36849138742
1843,131568.82946580634
1844,135719.77214257218
1845,144372.15443486764
1846,158063.22085634407
1847,173521.05827618678
1848,60532.26048396574
1849,109931.63951497861
1850,115126.27287830642
1851,145348.48170648102
1852,125098.51714459356
1853,121190.56845191045
1854,160441.90562773577
1855,146619.3465469977
1856,224187.5537960035
1857,134303.80549057305
1858,137470.7672702026
1859,115224.03501834664
1860,153218.66364153495
1861,116043.97883338315
1862,328433.2661259514
1863,312237.8779156556
1864,312258.9457410475
1865,322332.9105698994
1866,298615.2489212216
1867,222199.33225083788
1868,285572.7087484491
1869,206147.80192720902
1870,222816.76939517443
1871,231835.76627741355
1872,172776.97891399136
1873,249829.13253915592
1874,150973.61874376537
1875,191551.8341795117
1876,200206.23718033388
1877,209545.47485125327
1878,194322.6974647349
1879,128385.58191500232
